gene	snp
ENSG00000228612	snp_1932
ENSG00000228643	snp_1933
ENSG00000228672	snp_1934
ENSG00000228695	snp_1935
ENSG00000228719	snp_1936
ENSG00000228786	snp_1937
ENSG00000228797	snp_1938
ENSG00000228804	snp_1939
ENSG00000228826	snp_1940
ENSG00000228835	snp_1941
ENSG00000228862	snp_1942
ENSG00000228906	snp_1943
ENSG00000228941	snp_1944
ENSG00000228960	snp_1945
ENSG00000229018	snp_1946
ENSG00000229052	snp_1947
ENSG00000229083	snp_1948
ENSG00000229153	snp_1949
ENSG00000229161	snp_1950
ENSG00000229172	snp_1951
ENSG00000229200	snp_1952
ENSG00000229273	snp_1953
ENSG00000229326	snp_1954
ENSG00000229425	snp_1955
ENSG00000229447	snp_1956
ENSG00000229453	snp_1957
ENSG00000229455	snp_1958
ENSG00000229463	snp_1959
ENSG00000229515	snp_1960
ENSG00000229569	snp_1961
ENSG00000229598	snp_1962
ENSG00000229672	snp_1963
ENSG00000229692	snp_1964
ENSG00000229752	snp_1965
ENSG00000229780	snp_1966
ENSG00000229806	snp_1967
ENSG00000229809	snp_1968
ENSG00000229828	snp_1969
ENSG00000229833	snp_1970
ENSG00000229853	snp_1971
ENSG00000229924	snp_1972
ENSG00000229926	snp_1973
ENSG00000229980	snp_1974
ENSG00000229989	snp_1975
ENSG00000229999	snp_1976
ENSG00000230069	snp_1977
ENSG00000230092	snp_1978
ENSG00000230097	snp_1979
ENSG00000230105	snp_1980
ENSG00000230148	snp_1981
ENSG00000230163	snp_1982
ENSG00000230189	snp_1983
ENSG00000230210	snp_1984
ENSG00000230225	snp_1985
ENSG00000230257	snp_1986
ENSG00000230304	snp_1987
ENSG00000230359	snp_1988
ENSG00000230362	snp_1989
ENSG00000230453	snp_1990
ENSG00000230515	snp_1991
ENSG00000230524	snp_1992
ENSG00000230612	snp_1993
ENSG00000230614	snp_1994
ENSG00000230633	snp_1995
ENSG00000230721	snp_1996
ENSG00000230832	snp_1997
ENSG00000230836	snp_1998
ENSG00000230856	snp_1999
ENSG00000230903	snp_2000
ENSG00000230923	snp_2001
ENSG00000230943	snp_2002
ENSG00000231081	snp_2003
ENSG00000231102	snp_2004
ENSG00000231188	snp_2005
ENSG00000231234	snp_2006
ENSG00000231242	snp_2007
ENSG00000231329	snp_2008
ENSG00000231341	snp_2009
ENSG00000231390	snp_2010
ENSG00000231437	snp_2011
ENSG00000231445	snp_2012
ENSG00000231500	snp_2013
ENSG00000231616	snp_2014
ENSG00000231671	snp_2015
ENSG00000231711	snp_2016
ENSG00000231715	snp_2017
ENSG00000231852	snp_2018
ENSG00000231859	snp_2019
ENSG00000231870	snp_2020
ENSG00000231940	snp_2021
ENSG00000231953	snp_2022
ENSG00000232037	snp_2023
ENSG00000232046	snp_2024
ENSG00000232082	snp_2025
ENSG00000232093	snp_2026
ENSG00000232119	snp_2027
ENSG00000232131	snp_2028
ENSG00000232151	snp_2029
ENSG00000232160	snp_2030
ENSG00000232228	snp_2031
ENSG00000232254	snp_2032
ENSG00000232324	snp_2033
ENSG00000232380	snp_2034
ENSG00000232386	snp_2035
ENSG00000232480	snp_2036
ENSG00000232519	snp_2037
ENSG00000232628	snp_2038
ENSG00000232656	snp_2039
ENSG00000232671	snp_2040
ENSG00000232677	snp_2041
ENSG00000232713	snp_2042
ENSG00000232725	snp_2043
ENSG00000232727	snp_2044
ENSG00000232807	snp_2045
ENSG00000232842	snp_2046
ENSG00000232848	snp_2047
ENSG00000232855	snp_2048
ENSG00000232871	snp_2049
ENSG00000232903	snp_2050
ENSG00000232912	snp_2051
ENSG00000232926	snp_2052
ENSG00000232927	snp_2053
ENSG00000232934	snp_2054
ENSG00000232938	snp_2055
ENSG00000232977	snp_2056
ENSG00000232995	snp_2057
ENSG00000233029	snp_2058
ENSG00000233033	snp_2059
ENSG00000233044	snp_2060
ENSG00000233108	snp_2061
ENSG00000233178	snp_2062
ENSG00000233205	snp_2063
ENSG00000233229	snp_2064
ENSG00000233247	snp_2065
ENSG00000233260	snp_2066
ENSG00000233295	snp_2067
ENSG00000233327	snp_2068
ENSG00000233330	snp_2069
ENSG00000233360	snp_2070
ENSG00000233416	snp_2071
ENSG00000233456	snp_2072
ENSG00000233483	snp_2073
ENSG00000233493	snp_2074
ENSG00000233522	snp_2075
ENSG00000233529	snp_2076
ENSG00000233554	snp_2077
ENSG00000233583	snp_2078
ENSG00000233602	snp_2079
ENSG00000233621	snp_2080
ENSG00000233680	snp_2081
ENSG00000233712	snp_2082
ENSG00000233783	snp_2083
ENSG00000233822	snp_2084
ENSG00000233862	snp_2085
ENSG00000233864	snp_2086
ENSG00000233873	snp_2087
ENSG00000233916	snp_2088
ENSG00000233999	snp_2089
ENSG00000234031	snp_2090
ENSG00000234066	snp_2091
ENSG00000234093	snp_2092
ENSG00000234156	snp_2093
ENSG00000234237	snp_2094
ENSG00000234238	snp_2095
ENSG00000234268	snp_2096
ENSG00000234286	snp_2097
ENSG00000234289	snp_2098
ENSG00000234426	snp_2099
ENSG00000234476	snp_2100
ENSG00000234492	snp_2101
ENSG00000234515	snp_2102
ENSG00000234571	snp_2103
ENSG00000234607	snp_2104
ENSG00000234616	snp_2105
ENSG00000234650	snp_2106
ENSG00000234664	snp_2107
ENSG00000234718	snp_2108
ENSG00000234719	snp_2109
ENSG00000234750	snp_2110
ENSG00000234807	snp_2111
ENSG00000234869	snp_2112
ENSG00000234902	snp_2113
ENSG00000234964	snp_2114
ENSG00000234965	snp_2115
ENSG00000234996	snp_2116
ENSG00000235027	snp_2117
ENSG00000235066	snp_2118
ENSG00000235081	snp_2119
ENSG00000235091	snp_2120
ENSG00000235121	snp_2121
ENSG00000235150	snp_2122
ENSG00000235189	snp_2123
ENSG00000235196	snp_2124
ENSG00000235211	snp_2125
ENSG00000235225	snp_2126
ENSG00000235235	snp_2127
ENSG00000235258	snp_2128
ENSG00000235288	snp_2129
ENSG00000235314	snp_2130
ENSG00000235339	snp_2131
ENSG00000235397	snp_2132
ENSG00000235475	snp_2133
ENSG00000235486	snp_2134
ENSG00000235505	snp_2135
ENSG00000235602	snp_2136
ENSG00000235686	snp_2137
ENSG00000235734	snp_2138
ENSG00000235750	snp_2139
ENSG00000235832	snp_2140
ENSG00000235954	snp_2141
ENSG00000235978	snp_2142
ENSG00000235999	snp_2143
ENSG00000236002	snp_2144
ENSG00000236003	snp_2145
ENSG00000236017	snp_2146
ENSG00000236021	snp_2147
ENSG00000236029	snp_2148
ENSG00000236105	snp_2149
ENSG00000236132	snp_2150
ENSG00000236187	snp_2151
ENSG00000236209	snp_2152
ENSG00000236266	snp_2153
ENSG00000236297	snp_2154
ENSG00000236384	snp_2155
ENSG00000236431	snp_2156
ENSG00000236438	snp_2157
ENSG00000236463	snp_2158
ENSG00000236475	snp_2159
ENSG00000236493	snp_2160
ENSG00000236527	snp_2161
ENSG00000236537	snp_2162
ENSG00000236548	snp_2163
ENSG00000236552	snp_2164
ENSG00000236671	snp_2165
ENSG00000236710	snp_2166
ENSG00000236762	snp_2167
ENSG00000236764	snp_2168
ENSG00000236772	snp_2169
ENSG00000236780	snp_2170
ENSG00000236810	snp_2171
ENSG00000236816	snp_2172
ENSG00000236849	snp_2173
ENSG00000236861	snp_2174
ENSG00000236871	snp_2175
ENSG00000236875	snp_2176
ENSG00000236887	snp_2177
ENSG00000237073	snp_2178
ENSG00000237133	snp_2179
ENSG00000237253	snp_2180
ENSG00000237359	snp_2181
ENSG00000237385	snp_2182
ENSG00000237424	snp_2183
ENSG00000237517	snp_2184
ENSG00000237547	snp_2185
ENSG00000237550	snp_2186
ENSG00000237592	snp_2187
ENSG00000237646	snp_2188
ENSG00000237719	snp_2189
ENSG00000237732	snp_2190
ENSG00000237765	snp_2191
ENSG00000237805	snp_2192
ENSG00000237849	snp_2193
ENSG00000237926	snp_2194
ENSG00000237951	snp_2195
ENSG00000237953	snp_2196
ENSG00000237955	snp_2197
ENSG00000237976	snp_2198
ENSG00000238041	snp_2199
ENSG00000238160	snp_2200
ENSG00000238188	snp_2201
ENSG00000238221	snp_2202
ENSG00000238243	snp_2203
ENSG00000238245	snp_2204
ENSG00000238280	snp_2205
ENSG00000238290	snp_2206
ENSG00000238337	snp_2207
ENSG00000238349	snp_2208
ENSG00000238531	snp_2209
ENSG00000238596	snp_2210
ENSG00000238630	snp_2211
ENSG00000238642	snp_2212
ENSG00000238756	snp_2213
ENSG00000238829	snp_2214
ENSG00000238855	snp_2215
ENSG00000238892	snp_2216
ENSG00000238966	snp_2217
ENSG00000238982	snp_2218
ENSG00000239055	snp_2219
ENSG00000239078	snp_2220
ENSG00000239122	snp_2221
ENSG00000239183	snp_2222
ENSG00000239201	snp_2223
ENSG00000239250	snp_2224
ENSG00000239256	snp_2225
ENSG00000239334	snp_2226
ENSG00000239351	snp_2227
ENSG00000239467	snp_2228
ENSG00000239521	snp_2229
ENSG00000239581	snp_2230
ENSG00000239670	snp_2231
ENSG00000239774	snp_2232
ENSG00000239908	snp_2233
ENSG00000239912	snp_2234
ENSG00000239961	snp_2235
ENSG00000239983	snp_2236
ENSG00000240005	snp_2237
ENSG00000240040	snp_2238
ENSG00000240057	snp_2239
ENSG00000240125	snp_2240
ENSG00000240268	snp_2241
ENSG00000240392	snp_2242
ENSG00000240405	snp_2243
ENSG00000240429	snp_2244
ENSG00000240449	snp_2245
ENSG00000240455	snp_2246
ENSG00000240484	snp_2247
ENSG00000240534	snp_2248
ENSG00000240540	snp_2249
ENSG00000240563	snp_2250
ENSG00000240567	snp_2251
ENSG00000240627	snp_2252
ENSG00000240695	snp_2253
ENSG00000240767	snp_2254
ENSG00000240849	snp_2255
ENSG00000240875	snp_2256
ENSG00000240929	snp_2257
ENSG00000240935	snp_2258
ENSG00000241156	snp_2259
ENSG00000241185	snp_2260
ENSG00000241250	snp_2261
ENSG00000241322	snp_2262
ENSG00000241352	snp_2263
ENSG00000241360	snp_2264
ENSG00000241362	snp_2265
ENSG00000241399	snp_2266
ENSG00000241423	snp_2267
ENSG00000241431	snp_2268
ENSG00000241553	snp_2269
ENSG00000241739	snp_2270
ENSG00000241781	snp_2271
ENSG00000241847	snp_2272
ENSG00000241860	snp_2273
ENSG00000241959	snp_2274
ENSG00000241978	snp_2275
ENSG00000242137	snp_2276
ENSG00000242193	snp_2277
ENSG00000242209	snp_2278
ENSG00000242247	snp_2279
ENSG00000242252	snp_2280
ENSG00000242314	snp_2281
ENSG00000242337	snp_2282
ENSG00000242435	snp_2283
ENSG00000242457	snp_2284
ENSG00000242507	snp_2285
ENSG00000242578	snp_2286
ENSG00000242609	snp_2287
ENSG00000242628	snp_2288
ENSG00000242660	snp_2289
ENSG00000242661	snp_2290
ENSG00000242683	snp_2291
ENSG00000242687	snp_2292
ENSG00000242732	snp_2293
ENSG00000242748	snp_2294
ENSG00000242814	snp_2295
ENSG00000242852	snp_2296
ENSG00000242880	snp_2297
ENSG00000242952	snp_2298
ENSG00000243094	snp_2299
ENSG00000243107	snp_2300
ENSG00000243289	snp_2301
ENSG00000243307	snp_2302
ENSG00000243445	snp_2303
ENSG00000243466	snp_2304
ENSG00000243488	snp_2305
ENSG00000243562	snp_2306
ENSG00000243568	snp_2307
ENSG00000243678	snp_2308
ENSG00000243721	snp_2309
ENSG00000243725	snp_2310
ENSG00000243738	snp_2311
ENSG00000243753	snp_2312
ENSG00000243772	snp_2313
ENSG00000243789	snp_2314
ENSG00000243830	snp_2315
ENSG00000243959	snp_2316
ENSG00000244036	snp_2317
ENSG00000244041	snp_2318
ENSG00000244044	snp_2319
ENSG00000244060	snp_2320
ENSG00000244071	snp_2321
ENSG00000244203	snp_2322
ENSG00000244294	snp_2323
ENSG00000244331	snp_2324
ENSG00000244470	snp_2325
ENSG00000244476	snp_2326
ENSG00000244513	snp_2327
ENSG00000244527	snp_2328
ENSG00000244556	snp_2329
ENSG00000244675	snp_2330
ENSG00000244676	snp_2331
ENSG00000244748	snp_2332
ENSG00000244926	snp_2333
ENSG00000244998	snp_2334
ENSG00000245017	snp_2335
ENSG00000245059	snp_2336
ENSG00000245148	snp_2337
ENSG00000245205	snp_2338
ENSG00000245468	snp_2339
ENSG00000245928	snp_2340
ENSG00000246090	snp_2341
ENSG00000246174	snp_2342
ENSG00000246228	snp_2343
ENSG00000246731	snp_2344
ENSG00000246763	snp_2345
ENSG00000247095	snp_2346
ENSG00000247157	snp_2347
ENSG00000247324	snp_2348
ENSG00000247363	snp_2349
ENSG00000247400	snp_2350
ENSG00000247498	snp_2351
ENSG00000247595	snp_2352
ENSG00000247627	snp_2353
ENSG00000247765	snp_2354
ENSG00000247925	snp_2355
ENSG00000247970	snp_2356
ENSG00000247982	snp_2357
ENSG00000248019	snp_2358
ENSG00000248103	snp_2359
ENSG00000248115	snp_2360
ENSG00000248175	snp_2361
ENSG00000248245	snp_2362
ENSG00000248374	snp_2363
ENSG00000248394	snp_2364
ENSG00000248466	snp_2365
ENSG00000248472	snp_2366
ENSG00000248503	snp_2367
ENSG00000248531	snp_2368
ENSG00000248544	snp_2369
ENSG00000248550	snp_2370
ENSG00000248572	snp_2371
ENSG00000248625	snp_2372
ENSG00000248729	snp_2373
ENSG00000248896	snp_2374
ENSG00000248968	snp_2375
ENSG00000249006	snp_2376
ENSG00000249007	snp_2377
ENSG00000249064	snp_2378
ENSG00000249069	snp_2379
ENSG00000249109	snp_2380
ENSG00000249115	snp_2381
ENSG00000249156	snp_2382
ENSG00000249234	snp_2383
ENSG00000249241	snp_2384
ENSG00000249505	snp_2385
ENSG00000249534	snp_2386
ENSG00000249631	snp_2387
ENSG00000249637	snp_2388
ENSG00000249661	snp_2389
ENSG00000249673	snp_2390
ENSG00000249684	snp_2391
ENSG00000249685	snp_2392
ENSG00000249751	snp_2393
ENSG00000249820	snp_2394
ENSG00000249859	snp_2395
ENSG00000249915	snp_2396
ENSG00000249937	snp_2397
ENSG00000249993	snp_2398
ENSG00000250041	snp_2399
ENSG00000250068	snp_2400
ENSG00000250075	snp_2401
ENSG00000250260	snp_2402
ENSG00000250331	snp_2403
ENSG00000250410	snp_2404
ENSG00000250413	snp_2405
ENSG00000250432	snp_2406
ENSG00000250696	snp_2407
ENSG00000250711	snp_2408
ENSG00000250819	snp_2409
ENSG00000250831	snp_2410
ENSG00000250855	snp_2411
ENSG00000250889	snp_2412
ENSG00000250893	snp_2413
ENSG00000250910	snp_2414
ENSG00000250983	snp_2415
ENSG00000250994	snp_2416
ENSG00000251034	snp_2417
ENSG00000251050	snp_2418
ENSG00000251136	snp_2419
ENSG00000251179	snp_2420
ENSG00000251203	snp_2421
ENSG00000251215	snp_2422
ENSG00000251311	snp_2423
ENSG00000251387	snp_2424
ENSG00000251414	snp_2425
ENSG00000251468	snp_2426
ENSG00000251497	snp_2427
ENSG00000251520	snp_2428
ENSG00000251538	snp_2429
ENSG00000251568	snp_2430
ENSG00000251600	snp_2431
ENSG00000251768	snp_2432
ENSG00000251788	snp_2433
ENSG00000251819	snp_2434
ENSG00000251939	snp_2435
ENSG00000251950	snp_2436
ENSG00000252018	snp_2437
ENSG00000252019	snp_2438
ENSG00000252114	snp_2439
ENSG00000252118	snp_2440
ENSG00000252123	snp_2441
ENSG00000252132	snp_2442
ENSG00000252147	snp_2443
ENSG00000252218	snp_2444
ENSG00000252225	snp_2445
ENSG00000252245	snp_2446
ENSG00000252278	snp_2447
ENSG00000252348	snp_2448
ENSG00000252450	snp_2449
ENSG00000252504	snp_2450
ENSG00000252552	snp_2451
ENSG00000252755	snp_2452
ENSG00000252778	snp_2453
ENSG00000252782	snp_2454
ENSG00000252906	snp_2455
ENSG00000252915	snp_2456
ENSG00000252949	snp_2457
ENSG00000253042	snp_2458
ENSG00000253068	snp_2459
ENSG00000253133	snp_2460
ENSG00000253161	snp_2461
ENSG00000253214	snp_2462
ENSG00000253276	snp_2463
ENSG00000253305	snp_2464
ENSG00000253310	snp_2465
ENSG00000253368	snp_2466
ENSG00000253464	snp_2467
ENSG00000253467	snp_2468
ENSG00000253476	snp_2469
ENSG00000253572	snp_2470
ENSG00000253651	snp_2471
ENSG00000253678	snp_2472
ENSG00000253696	snp_2473
ENSG00000253698	snp_2474
ENSG00000253708	snp_2475
ENSG00000253710	snp_2476
ENSG00000253711	snp_2477
ENSG00000253729	snp_2478
ENSG00000253736	snp_2479
ENSG00000253755	snp_2480
ENSG00000253846	snp_2481
ENSG00000253854	snp_2482
ENSG00000253865	snp_2483
ENSG00000253955	snp_2484
ENSG00000253971	snp_2485
ENSG00000253982	snp_2486
ENSG00000253983	snp_2487
ENSG00000254029	snp_2488
ENSG00000254164	snp_2489
ENSG00000254166	snp_2490
ENSG00000254332	snp_2491
ENSG00000254418	snp_2492
ENSG00000254488	snp_2493
ENSG00000254527	snp_2494
ENSG00000254577	snp_2495
ENSG00000254595	snp_2496
ENSG00000254614	snp_2497
ENSG00000254662	snp_2498
ENSG00000254667	snp_2499
ENSG00000254838	snp_2500
ENSG00000254843	snp_2501
ENSG00000254850	snp_2502
ENSG00000254869	snp_2503
ENSG00000254907	snp_2504
ENSG00000254965	snp_2505
ENSG00000254968	snp_2506
ENSG00000255005	snp_2507
ENSG00000255046	snp_2508
ENSG00000255081	snp_2509
ENSG00000255185	snp_2510
ENSG00000255213	snp_2511
ENSG00000255267	snp_2512
ENSG00000255299	snp_2513
ENSG00000255318	snp_2514
ENSG00000255353	snp_2515
ENSG00000255366	snp_2516
ENSG00000255414	snp_2517
ENSG00000255441	snp_2518
ENSG00000255484	snp_2519
ENSG00000255557	snp_2520
ENSG00000255566	snp_2521
ENSG00000255568	snp_2522
ENSG00000255582	snp_2523
ENSG00000255624	snp_2524
ENSG00000255741	snp_2525
ENSG00000255753	snp_2526
ENSG00000255864	snp_2527
ENSG00000255920	snp_2528
ENSG00000255974	snp_2529
ENSG00000255989	snp_2530
ENSG00000255992	snp_2531
ENSG00000256060	snp_2532
ENSG00000256229	snp_2533
ENSG00000256238	snp_2534
ENSG00000256249	snp_2535
ENSG00000256250	snp_2536
ENSG00000256312	snp_2537
ENSG00000256374	snp_2538
ENSG00000256574	snp_2539
ENSG00000256588	snp_2540
ENSG00000256596	snp_2541
ENSG00000256616	snp_2542
ENSG00000256633	snp_2543
ENSG00000256673	snp_2544
ENSG00000256746	snp_2545
ENSG00000256748	snp_2546
ENSG00000256843	snp_2547
ENSG00000256897	snp_2548
ENSG00000256913	snp_2549
ENSG00000256937	snp_2550
ENSG00000257004	snp_2551
ENSG00000257043	snp_2552
ENSG00000257097	snp_2553
ENSG00000257101	snp_2554
ENSG00000257151	snp_2555
ENSG00000257194	snp_2556
ENSG00000257275	snp_2557
ENSG00000257283	snp_2558
ENSG00000257337	snp_2559
ENSG00000257350	snp_2560
ENSG00000257354	snp_2561
ENSG00000257489	snp_2562
ENSG00000257594	snp_2563
ENSG00000257596	snp_2564
ENSG00000257599	snp_2565
ENSG00000257604	snp_2566
ENSG00000257647	snp_2567
ENSG00000257754	snp_2568
ENSG00000257763	snp_2569
ENSG00000257870	snp_2570
ENSG00000257877	snp_2571
ENSG00000257951	snp_2572
ENSG00000257964	snp_2573
ENSG00000258038	snp_2574
ENSG00000258170	snp_2575
ENSG00000258249	snp_2576
ENSG00000258294	snp_2577
ENSG00000258297	snp_2578
ENSG00000258315	snp_2579
ENSG00000258325	snp_2580
ENSG00000258380	snp_2581
ENSG00000258388	snp_2582
ENSG00000258473	snp_2583
ENSG00000258476	snp_2584
ENSG00000258480	snp_2585
ENSG00000258613	snp_2586
ENSG00000258615	snp_2587
ENSG00000258645	snp_2588
ENSG00000258689	snp_2589
ENSG00000258707	snp_2590
ENSG00000258727	snp_2591
ENSG00000258744	snp_2592
ENSG00000258769	snp_2593
ENSG00000258802	snp_2594
ENSG00000258920	snp_2595
ENSG00000258927	snp_2596
ENSG00000258928	snp_2597
ENSG00000258929	snp_2598
ENSG00000258983	snp_2599
ENSG00000259001	snp_2600
ENSG00000259062	snp_2601
ENSG00000259070	snp_2602
ENSG00000259073	snp_2603
ENSG00000259102	snp_2604
ENSG00000259125	snp_2605
ENSG00000259144	snp_2606
ENSG00000259153	snp_2607
ENSG00000259201	snp_2608
ENSG00000259230	snp_2609
ENSG00000259270	snp_2610
ENSG00000259298	snp_2611
ENSG00000259309	snp_2612
ENSG00000259323	snp_2613
ENSG00000259345	snp_2614
ENSG00000259353	snp_2615
ENSG00000259401	snp_2616
ENSG00000259404	snp_2617
ENSG00000259414	snp_2618
ENSG00000259474	snp_2619
ENSG00000259494	snp_2620
ENSG00000259626	snp_2621
ENSG00000259642	snp_2622
ENSG00000259647	snp_2623
ENSG00000259649	snp_2624
ENSG00000259654	snp_2625
ENSG00000259665	snp_2626
ENSG00000259674	snp_2627
ENSG00000259775	snp_2628
ENSG00000259802	snp_2629
ENSG00000259848	snp_2630
ENSG00000259883	snp_2631
ENSG00000259895	snp_2632
ENSG00000259986	snp_2633
ENSG00000260048	snp_2634
ENSG00000260053	snp_2635
ENSG00000260063	snp_2636
ENSG00000260152	snp_2637
ENSG00000260160	snp_2638
ENSG00000260198	snp_2639
ENSG00000260209	snp_2640
ENSG00000260229	snp_2641
ENSG00000260246	snp_2642
ENSG00000260267	snp_2643
ENSG00000260401	snp_2644
ENSG00000260430	snp_2645
ENSG00000260441	snp_2646
ENSG00000260447	snp_2647
ENSG00000260552	snp_2648
ENSG00000260583	snp_2649
ENSG00000260626	snp_2650
ENSG00000260646	snp_2651
ENSG00000260655	snp_2652
ENSG00000260668	snp_2653
ENSG00000260671	snp_2654
ENSG00000260695	snp_2655
ENSG00000260714	snp_2656
ENSG00000260735	snp_2657
ENSG00000260808	snp_2658
ENSG00000260852	snp_2659
ENSG00000260855	snp_2660
ENSG00000260865	snp_2661
ENSG00000260896	snp_2662
ENSG00000260899	snp_2663
ENSG00000260917	snp_2664
ENSG00000260955	snp_2665
ENSG00000261000	snp_2666
ENSG00000261003	snp_2667
ENSG00000261069	snp_2668
ENSG00000261071	snp_2669
ENSG00000261096	snp_2670
ENSG00000261098	snp_2671
ENSG00000261105	snp_2672
ENSG00000261113	snp_2673
ENSG00000261200	snp_2674
ENSG00000261220	snp_2675
ENSG00000261232	snp_2676
ENSG00000261315	snp_2677
ENSG00000261338	snp_2678
ENSG00000261369	snp_2679
ENSG00000261386	snp_2680
ENSG00000261420	snp_2681
ENSG00000261435	snp_2682
ENSG00000261460	snp_2683
ENSG00000261491	snp_2684
ENSG00000261520	snp_2685
ENSG00000261528	snp_2686
ENSG00000261584	snp_2687
ENSG00000261632	snp_2688
ENSG00000261635	snp_2689
ENSG00000261671	snp_2690
ENSG00000261685	snp_2691
ENSG00000261687	snp_2692
ENSG00000261716	snp_2693
ENSG00000261740	snp_2694
ENSG00000261765	snp_2695
ENSG00000261794	snp_2696
ENSG00000261813	snp_2697
ENSG00000261824	snp_2698
ENSG00000261866	snp_2699
ENSG00000261884	snp_2700
ENSG00000261924	snp_2701
ENSG00000262001	snp_2702
ENSG00000262039	snp_2703
ENSG00000262118	snp_2704
ENSG00000262147	snp_2705
ENSG00000262165	snp_2706
ENSG00000262179	snp_2707
ENSG00000262246	snp_2708
ENSG00000262332	snp_2709
ENSG00000262488	snp_2710
ENSG00000262503	snp_2711
ENSG00000262728	snp_2712
ENSG00000262884	snp_2713
ENSG00000262943	snp_2714
ENSG00000263041	snp_2715
ENSG00000263080	snp_2716
ENSG00000263164	snp_2717
ENSG00000263219	snp_2718
ENSG00000263264	snp_2719
ENSG00000263276	snp_2720
ENSG00000263280	snp_2721
ENSG00000263316	snp_2722
ENSG00000263391	snp_2723
ENSG00000263472	snp_2724
ENSG00000263576	snp_2725
ENSG00000263740	snp_2726
ENSG00000263804	snp_2727
ENSG00000263812	snp_2728
ENSG00000263874	snp_2729
ENSG00000263933	snp_2730
ENSG00000263980	snp_2731
ENSG00000263990	snp_2732
ENSG00000264024	snp_2733
ENSG00000264056	snp_2734
ENSG00000264075	snp_2735
ENSG00000264139	snp_2736
ENSG00000264181	snp_2737
ENSG00000264227	snp_2738
ENSG00000264247	snp_2739
ENSG00000264276	snp_2740
ENSG00000264314	snp_2741
ENSG00000264370	snp_2742
ENSG00000264490	snp_2743
ENSG00000264510	snp_2744
ENSG00000264546	snp_2745
ENSG00000264569	snp_2746
ENSG00000264573	snp_2747
ENSG00000264756	snp_2748
ENSG00000264918	snp_2749
ENSG00000264943	snp_2750
ENSG00000264948	snp_2751
ENSG00000264949	snp_2752
ENSG00000265078	snp_2753
ENSG00000265087	snp_2754
ENSG00000265100	snp_2755
ENSG00000265118	snp_2756
ENSG00000265189	snp_2757
ENSG00000265273	snp_2758
ENSG00000265413	snp_2759
ENSG00000265417	snp_2760
ENSG00000265451	snp_2761
ENSG00000265452	snp_2762
ENSG00000265462	snp_2763
ENSG00000265510	snp_2764
ENSG00000265616	snp_2765
ENSG00000265666	snp_2766
ENSG00000265753	snp_2767
ENSG00000265806	snp_2768
ENSG00000265817	snp_2769
ENSG00000265908	snp_2770
ENSG00000265910	snp_2771
ENSG00000265939	snp_2772
ENSG00000266032	snp_2773
ENSG00000266164	snp_2774
ENSG00000266171	snp_2775
ENSG00000266366	snp_2776
ENSG00000266402	snp_2777
ENSG00000266538	snp_2778
ENSG00000266651	snp_2779
ENSG00000266767	snp_2780
ENSG00000266852	snp_2781
ENSG00000266891	snp_2782
ENSG00000266932	snp_2783
ENSG00000266993	snp_2784
ENSG00000267045	snp_2785
ENSG00000267117	snp_2786
ENSG00000267183	snp_2787
ENSG00000267205	snp_2788
ENSG00000267282	snp_2789
ENSG00000267283	snp_2790
ENSG00000267293	snp_2791
ENSG00000267317	snp_2792
ENSG00000267346	snp_2793
ENSG00000267353	snp_2794
ENSG00000267355	snp_2795
ENSG00000267359	snp_2796
ENSG00000267454	snp_2797
ENSG00000267478	snp_2798
ENSG00000267491	snp_2799
ENSG00000267493	snp_2800
ENSG00000267502	snp_2801
ENSG00000267530	snp_2802
ENSG00000267557	snp_2803
ENSG00000267698	snp_2804
ENSG00000267715	snp_2805
ENSG00000267747	snp_2806
ENSG00000267769	snp_2807
ENSG00000267838	snp_2808
ENSG00000267852	snp_2809
ENSG00000267874	snp_2810
ENSG00000267896	snp_2811
ENSG00000267904	snp_2812
ENSG00000267959	snp_2813
ENSG00000268006	snp_2814
ENSG00000268047	snp_2815
ENSG00000268087	snp_2816
ENSG00000268098	snp_2817
ENSG00000268230	snp_2818
ENSG00000268234	snp_2819
ENSG00000268297	snp_2820
ENSG00000268342	snp_2821
ENSG00000268375	snp_2822
ENSG00000268396	snp_2823
ENSG00000268442	snp_2824
ENSG00000268533	snp_2825
ENSG00000268549	snp_2826
ENSG00000268554	snp_2827
ENSG00000268838	snp_2828
ENSG00000268845	snp_2829
ENSG00000268927	snp_2830
ENSG00000268942	snp_2831
ENSG00000268948	snp_2832
ENSG00000269028	snp_2833
ENSG00000269064	snp_2834
ENSG00000269103	snp_2835
ENSG00000269161	snp_2836
ENSG00000269175	snp_2837
ENSG00000269227	snp_2838
ENSG00000269271	snp_2839
ENSG00000269302	snp_2840
ENSG00000269304	snp_2841
ENSG00000269337	snp_2842
ENSG00000269534	snp_2843
ENSG00000269605	snp_2844
ENSG00000269637	snp_2845
ENSG00000269696	snp_2846
ENSG00000269699	snp_2847
ENSG00000269737	snp_2848
ENSG00000269772	snp_2849
ENSG00000269779	snp_2850
ENSG00000269810	snp_2851
ENSG00000269831	snp_2852
ENSG00000269915	snp_2853
ENSG00000269937	snp_2854
ENSG00000269951	snp_2855
ENSG00000269984	snp_2856
ENSG00000269996	snp_2857
ENSG00000270001	snp_2858
ENSG00000270035	snp_2859
ENSG00000270041	snp_2860
ENSG00000270052	snp_2861
ENSG00000270124	snp_2862
ENSG00000270175	snp_2863
